股票代码,股票名称,模型,初始资金,最终净值,总收益率(%),最大回撤(%),夏普比率,交易次数,胜率(%),风险事件,总天数,操作记录数,止盈触发次数,止盈策略
sz.002706,良信股份,英维克(002837)模型,50000,66587.90579187003,33.17581158374006,2.9335160133760176,2.1274284031144166,20,6.220095693779904,279,209,195,4,涨幅>3%全卖出
