股票代码,股票名称,模型,初始资金,最终净值,总收益率(%),最大回撤(%),夏普比率,交易次数,胜率(%),风险事件,总天数,操作记录数
sz.002706,良信股份,英维克(002837)模型,50000,86220.28232885002,72.44056465770005,3.986291775367206,3.220160344465064,20,13.397129186602871,279,209,198
