股票代码,股票名称,模型,初始资金,最终净值,总收益率(%),最大回撤(%),夏普比率,交易次数,胜率(%),风险事件,总天数,操作记录数,止损触发次数,止损策略
sz.002706,良信股份,英维克(002837)模型,50000,76981.87754755002,53.963755095100026,2.583400701106969,2.8760632175648198,15,8.133971291866029,279,209,196,2,跌幅<-3%全卖出
