date,time,open,high,low,close,volume
2025-11-21,20251121150000,4.65,4.67,4.43,4.45,26857218.0
2025-11-24,20251124150000,4.45,4.52,4.42,4.48,16731617.0
2025-11-25,20251125150000,4.49,4.71,4.47,4.69,32801175.0
2025-11-26,20251126150000,4.7,4.95,4.62,4.82,55739464.0
2025-11-27,20251127150000,4.79,4.81,4.73,4.76,24074489.0
2025-11-28,20251128150000,4.77,5.12,4.74,5.06,73595872.0
2025-12-01,20251201150000,5.1,5.38,5.07,5.23,64602981.0
2025-12-02,20251202150000,5.22,5.34,5.1,5.25,51199223.0
2025-12-03,20251203150000,5.25,5.25,5.08,5.13,32803678.0
2025-12-04,20251204150000,5.14,5.23,5.02,5.08,25757445.0
2025-12-05,20251205150000,5.1,5.33,5.02,5.23,38636443.0
2025-12-08,20251208150000,5.75,5.75,5.75,5.75,30663457.0
2025-12-09,20251209150000,6.33,6.33,6.11,6.33,112099558.0
2025-12-10,20251210150000,6.96,6.96,6.96,6.96,30535996.0
2025-12-11,20251211150000,7.66,7.66,7.59,7.66,88456817.0
2025-12-12,20251212150000,8.0,8.43,7.85,8.43,204037454.0
