date,time,open,high,low,close,volume
2025-11-20,20251120150000,22.49,22.49,19.11,19.11,37054607.0
2025-11-21,20251121150000,17.21,17.56,17.2,17.2,21260900.0
2025-11-24,20251124150000,16.98,16.98,15.67,16.39,21923235.0
2025-11-25,20251125150000,16.54,18.03,16.54,18.03,33720355.0
2025-11-26,20251126150000,18.24,18.7,17.48,17.58,33071782.0
2025-11-27,20251127150000,17.59,17.73,17.01,17.08,16369700.0
2025-11-28,20251128150000,17.19,18.27,17.03,17.85,18972153.0
2025-12-01,20251201150000,17.9,18.1,17.12,17.21,17753747.0
2025-12-02,20251202150000,17.01,17.4,16.8,17.25,12599512.0
2025-12-03,20251203150000,17.14,17.22,16.66,16.72,9975700.0
2025-12-04,20251204150000,16.61,16.66,16.29,16.49,9014044.0
2025-12-05,20251205150000,16.54,17.78,16.47,17.6,17378982.0
2025-12-08,20251208150000,17.74,18.11,17.53,17.67,12817733.0
2025-12-09,20251209150000,17.9,19.44,17.66,19.44,22726231.0
2025-12-10,20251210150000,19.25,19.56,18.7,19.04,28535433.0
2025-12-11,20251211150000,19.65,19.77,18.26,18.33,19825470.0
2025-12-12,20251212150000,18.32,20.16,18.32,20.16,29477797.0
