date,time,open,high,low,close,volume
2025-11-19,20251119150000,9.48,9.9,9.48,9.48,119843284.0
2025-11-20,20251120150000,9.0,9.19,8.54,8.68,149898706.0
2025-11-21,20251121150000,8.5,9.15,8.4,8.57,132513523.0
2025-11-24,20251124150000,8.7,8.94,8.31,8.38,95854100.0
2025-11-25,20251125150000,8.47,8.96,8.37,8.79,104069800.0
2025-11-26,20251126150000,8.8,9.67,8.75,9.67,139929564.0
2025-11-27,20251127150000,10.4,10.64,9.78,9.78,214647273.0
2025-11-28,20251128150000,9.31,10.37,9.1,9.98,165261191.0
2025-12-01,20251201150000,9.61,10.75,9.41,10.34,160418555.0
2025-12-02,20251202150000,10.05,11.37,9.98,11.0,187476327.0
2025-12-03,20251203150000,10.79,10.93,9.9,9.9,145636466.0
2025-12-04,20251204150000,9.5,10.16,9.2,9.26,117750586.0
2025-12-05,20251205150000,9.0,10.19,8.98,10.19,161413489.0
2025-12-08,20251208150000,10.45,11.21,10.29,11.21,89581328.0
2025-12-09,20251209150000,12.33,12.33,12.33,12.33,49029590.0
2025-12-10,20251210150000,13.56,13.56,13.56,13.56,4398461.0
2025-12-11,20251211150000,14.28,14.92,13.53,14.92,217096008.0
2025-12-12,20251212150000,14.0,15.82,13.43,14.9,239637465.0
