date,time,open,high,low,close,volume
2025-10-13,20251013150000,33.3,35.45,33.3,35.07,18217317.0
2025-10-14,20251014150000,35.46,36.57,33.9,34.1,16696104.0
2025-10-15,20251015150000,33.93,35.59,33.35,35.32,16138319.0
2025-10-16,20251016150000,35.28,35.5,34.22,34.53,10485546.0
2025-10-17,20251017150000,34.6,34.68,32.31,32.32,15085416.0
2025-10-20,20251020150000,33.07,33.45,32.51,33.26,10702972.0
2025-10-21,20251021150000,33.28,33.86,33.05,33.67,10450170.0
2025-10-22,20251022150000,33.62,33.9,33.23,33.31,8579004.0
2025-10-23,20251023150000,33.13,33.21,32.07,32.77,11389432.0
2025-10-24,20251024150000,32.99,33.75,32.98,33.63,10852785.0
2025-10-27,20251027150000,34.2,34.58,33.49,34.28,15858609.0
2025-10-28,20251028150000,34.26,38.28,33.76,36.8,48012352.0
2025-10-29,20251029150000,36.01,36.3,34.83,35.59,33161590.0
2025-10-30,20251030150000,35.5,36.02,34.2,34.31,22603068.0
2025-10-31,20251031150000,34.33,34.93,34.21,34.53,12685366.0
2025-11-03,20251103150000,34.23,34.78,33.75,34.57,11746251.0
2025-11-04,20251104150000,34.45,35.26,33.6,34.03,13191399.0
2025-11-05,20251105150000,33.01,34.94,32.9,34.54,15397213.0
2025-11-06,20251106150000,34.6,37.29,34.5,36.38,43297289.0
2025-11-07,20251107150000,35.4,36.26,35.16,35.22,23417702.0
2025-11-10,20251110150000,35.14,35.21,33.52,33.91,20105816.0
2025-11-11,20251111150000,34.2,35.0,33.24,33.44,16347518.0
2025-11-12,20251112150000,33.03,33.1,32.23,32.38,12211192.0
2025-11-13,20251113150000,32.37,33.2,32.07,33.06,12181326.0
2025-11-14,20251114150000,32.57,32.59,31.66,31.66,12254371.0
2025-11-17,20251117150000,31.6,32.07,31.54,32.0,7474635.0
2025-11-18,20251118150000,31.99,31.99,31.5,31.67,7274681.0
2025-11-19,20251119150000,31.58,31.79,30.54,30.86,10098308.0
2025-11-20,20251120150000,31.4,31.46,30.4,30.57,7285986.0
2025-11-21,20251121150000,30.01,30.3,29.2,29.2,9751118.0
2025-11-24,20251124150000,29.41,30.69,29.11,30.49,12806169.0
2025-11-25,20251125150000,30.68,32.35,30.51,31.33,19127881.0
2025-11-26,20251126150000,31.35,31.63,30.93,31.0,10900637.0
2025-11-27,20251127150000,31.2,31.5,30.68,30.85,8414627.0
2025-11-28,20251128150000,30.76,31.09,30.61,30.94,7686252.0
2025-12-01,20251201150000,31.05,31.23,30.78,31.1,7806904.0
2025-12-02,20251202150000,31.1,31.1,30.01,30.2,8855300.0
2025-12-03,20251203150000,30.23,30.4,29.55,29.7,8250234.0
2025-12-04,20251204150000,29.7,30.57,29.09,29.95,10153779.0
2025-12-05,20251205150000,29.76,30.7,29.53,30.57,9120920.0
2025-12-08,20251208150000,30.62,31.48,30.53,31.26,11660198.0
2025-12-09,20251209150000,33.05,35.68,31.7,31.91,40018062.0
2025-12-10,20251210150000,31.35,31.66,30.09,30.62,25672058.0
2025-12-11,20251211150000,31.06,31.42,30.0,30.0,15316114.0
2025-12-12,20251212150000,30.03,31.3,29.86,30.91,18949442.0
